0.645441389,1,uniform,austria
0.603773585,2,uniform,austria
0.615942029,3,uniform,austria
0.618287373,4,uniform,austria
0.620839363,5,uniform,austria
0.659913169,1,tfidf,austria
0.626995646,2,tfidf,austria
0.649275362,3,tfidf,austria
0.651669086,4,tfidf,austria
0.632416787,5,tfidf,austria
0.678181818,1,uniform,denmark
0.673357664,2,uniform,denmark
0.643636364,3,uniform,denmark
0.663636364,4,uniform,denmark
0.626134301,5,uniform,denmark
0.696363636,1,tfidf,denmark
0.689781022,2,tfidf,denmark
0.632727273,3,tfidf,denmark
0.68,4,tfidf,denmark
0.627949183,5,tfidf,denmark
0.618320611,1,uniform,germany
0.634799235,2,uniform,germany
0.651340996,3,uniform,germany
0.642994242,4,uniform,germany
0.657088123,5,uniform,germany
0.660305344,1,tfidf,germany
0.686424474,2,tfidf,germany
0.676245211,3,tfidf,germany
0.667946257,4,tfidf,germany
0.653256705,5,tfidf,germany
0.67816092,1,uniform,ireland
0.704184704,2,uniform,ireland
0.708333333,3,uniform,ireland
0.727665706,4,uniform,ireland
0.731321839,5,uniform,ireland
0.695402299,1,tfidf,ireland
0.692640693,2,tfidf,ireland
0.706896552,3,tfidf,ireland
0.706051873,4,tfidf,ireland
0.738505747,5,tfidf,ireland
0.64491654,1,uniform,netherlands
0.616666667,2,uniform,netherlands
0.645454545,3,uniform,netherlands
0.63030303,4,uniform,netherlands
0.612121212,5,uniform,netherlands
0.658573596,1,tfidf,netherlands
0.628787879,2,tfidf,netherlands
0.677272727,3,tfidf,netherlands
0.645454545,4,tfidf,netherlands
0.621212121,5,tfidf,netherlands
0.706140351,1,uniform,spain
0.721167883,2,uniform,spain
0.709064327,3,uniform,spain
0.685672515,4,uniform,spain
0.692982456,5,uniform,spain
0.694444444,1,tfidf,spain
0.715328467,2,tfidf,spain
0.695906433,3,tfidf,spain
0.704678363,4,tfidf,spain
0.68128655,5,tfidf,spain
0.607664234,1,uniform,sweden
0.608378871,2,uniform,sweden
0.581818182,3,uniform,sweden
0.571428571,4,uniform,sweden
0.571167883,5,uniform,sweden
0.594890511,1,tfidf,sweden
0.617486339,2,tfidf,sweden
0.574545455,3,tfidf,sweden
0.587912088,4,tfidf,sweden
0.567518248,5,tfidf,sweden
