DATAFLOW,LAST UPDATE,freq,unit,citizen,sex,age,asyl_app,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2016-08,92105,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2016-09,76500,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2016-10,32385,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2016-11,25890,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2016-12,18965,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2017-01,18745,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2017-02,17435,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2017-03,19875,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2017-04,14580,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2017-05,16180,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2017-06,14960,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2017-07,16105,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2017-08,18280,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2017-09,16175,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2017-10,15915,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2017-11,17520,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2017-12,12485,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2018-01,16960,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2018-02,14085,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2018-03,13865,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2018-04,12970,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2018-05,12245,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2018-06,13465,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2018-07,14980,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2018-08,14590,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2018-09,12430,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2018-10,14245,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2018-11,13150,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2018-12,8900,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2019-01,15475,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2019-02,13175,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2019-03,11860,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2019-04,11660,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2019-05,12180,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2019-06,9315,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2019-07,13335,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2019-08,12195,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2019-09,11690,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2019-10,12040,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2019-11,11160,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2019-12,8355,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DE,2020-01,13245,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2008-01,235,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2008-02,165,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2008-03,130,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2008-04,160,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2008-05,155,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2008-06,145,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2008-07,130,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2008-08,210,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2008-09,250,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2008-10,245,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2008-11,275,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2008-12,245,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2009-01,335,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2009-02,260,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2009-03,340,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2009-04,215,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2009-05,300,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2009-06,205,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2009-07,225,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2009-08,315,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2009-09,375,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2009-10,355,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2009-11,410,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2009-12,385,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2010-01,405,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2010-02,420,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2010-03,390,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2010-04,370,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2010-05,390,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2010-06,320,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2010-07,370,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2010-08,535,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2010-09,455,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2010-10,540,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2010-11,425,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2010-12,440,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2011-01,360,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2011-02,280,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2011-03,315,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2011-04,285,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2011-05,290,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2011-06,270,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2011-07,260,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2011-08,300,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2011-09,355,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2011-10,430,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2011-11,380,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2011-12,420,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2012-01,395,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2012-02,315,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2012-03,455,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2012-04,440,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2012-05,415,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2012-06,615,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2012-07,560,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2012-08,490,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2012-09,515,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2012-10,610,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2012-11,640,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2012-12,595,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2013-01,745,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2013-02,545,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2013-03,575,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2013-04,535,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2013-05,475,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2013-06,500,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2013-07,610,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2013-08,670,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2013-09,645,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2013-10,710,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2013-11,635,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2013-12,520,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2014-01,555,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2014-02,425,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2014-03,500,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2014-04,590,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2014-05,710,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2014-06,1000,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2014-07,1700,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2014-08,2290,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2014-09,3065,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2014-10,1840,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2014-11,1105,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2014-12,755,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2015-01,630,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2015-02,425,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2015-03,450,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2015-04,545,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2015-05,870,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2015-06,1075,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2015-07,1030,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2015-08,1810,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2015-09,2680,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2015-10,3625,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2015-11,5020,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2015-12,2665,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2016-01,1625,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2016-02,900,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2016-03,460,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2016-04,395,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2016-05,360,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2016-06,465,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2016-07,395,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2016-08,285,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2016-09,295,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2016-10,340,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2016-11,275,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2016-12,255,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2017-01,220,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2017-02,205,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2017-03,245,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2017-04,235,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2017-05,280,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2017-06,285,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2017-07,300,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2017-08,300,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2017-09,310,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2017-10,275,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2017-11,260,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2017-12,210,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2018-01,275,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2018-02,265,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2018-03,260,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2018-04,245,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2018-05,275,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2018-06,250,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2018-07,345,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2018-08,380,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2018-09,355,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2018-10,340,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2018-11,295,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2018-12,180,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2019-01,230,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2019-02,210,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2019-03,210,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2019-04,195,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2019-05,220,
ESTAT:MIGR_ASYAPPCTZM(1.0),15/07/22 23:00:00,M,PER,EXT_EU28,T,TOTAL,NASY_APP,DK,2019-06,200,
